id	relid	year	active_year	code_status	type_of_violence	conflict_dset_id	conflict_new_id	conflict_name	dyad_dset_id	dyad_new_id	dyad_name	side_a_dset_id	side_a_new_id	side_a	side_b_dset_id	side_b_new_id	side_b	number_of_sources	source_article	source_office	source_date	source_headline	source_original	where_prec	where_coordinates	where_description	adm_1	adm_2	latitude	longitude	geom_wkt	priogrid_gid	country	country_id	region	event_clarity	date_prec	date_start	date_end	deaths_a	deaths_b	deaths_civilians	deaths_unknown	best_est	high_est	low_est
115910	COL-2005-1-342-47	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 15/5					3	Becerril municipality	Becerril municipality	Cesar department	Becerril municipality	9.74288	-73.21746	POINT (-73.217460 9.742880)	143494	Colombia	100	Americas	1	1	05/15/2005 00:00:00	05/15/2005 00:00:00	0	2	0	0	2	2	2
115911	COL-2006-1-342-9	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE News Service 060827 "8 Guerrillas killed in fighting in Colombia				Military spokesman	4	Cesar department	Cesar department	Cesar department		9.333333	-73.5	POINT (-73.500000 9.333333)	142774	Colombia	100	Americas	1	1	08/27/2006 00:00:00	08/27/2006 00:00:00	0	1	0	0	1	1	1
115912	COL-2005-1-237-31	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 5/2					3	San Francisco municipality	San Fransisco municipality	Antioquia department	San Francisco municipality	5.968	-75.106	POINT (-75.106000 5.968000)	137730	Colombia	100	Americas	1	1	02/05/2005 00:00:00	02/05/2005 00:00:00	0	1	0	0	1	1	1
115913	COL-2005-1-237-91	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 21/3					3	Abejorral municipality	Abejorral municipality	Antioquia department	Abejorral municipality	5.75	-75.416667	POINT (-75.416667 5.750000)	137730	Colombia	100	Americas	1	1	03/21/2005 00:00:00	03/21/2005 00:00:00	0	2	0	0	2	2	2
115914	COL-2005-1-237-148.1	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AFP 9/5				Military	3	Dabeiba municipality	Dabeiba municipality	Antioquia department	Dabeiba municipality	7	-76.25	POINT (-76.250000 7.000000)	139888	Colombia	100	Americas	1	1	05/09/2005 00:00:00	05/09/2005 00:00:00	0	3	0	0	3	3	3
115915	COL-2005-1-237-202	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Dow Jones & Reuters 17/6				Army	3	Sonsón municipality	Sonson municipality	Antioquia department	Sonsón municipality	5.75	-75	POINT (-75.000000 5.750000)	137731	Colombia	100	Americas	1	1	06/17/2005 00:00:00	06/17/2005 00:00:00	0	3	0	0	3	3	3
115916	COL-2005-1-237-258	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 12/8					3	El Carmen de Bolívar municipality	Province: Bolivar, Municipality: El Carmen de Bolivar	Bolívar department	El Carmen de Bolívar municipality	9.75	-75.166667	POINT (-75.166667 9.750000)	143490	Colombia	100	Americas	1	1	08/12/2005 00:00:00	08/12/2005 00:00:00	0	7	0	0	7	7	7
115917	COL-2005-1-237-318	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/10					3	Papunaua municipality	Papunaua municipality	Vaupés department	Papunaua municipality	1.91024	-70.6085	POINT (-70.608500 1.910240)	131979	Colombia	100	Americas	1	1	10/17/2005 00:00:00	10/17/2005 00:00:00	0	11	0	0	11	11	11
115918	COL-2005-1-237-372	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/2					3	Puerto Yuca municipality	Province: Meta, Municipality: Puerto Rico	Meta department	Puerto Yuca municipality	2.938333	-73.208333	POINT (-73.208333 2.938333)	133414	Colombia	100	Americas	1	1	02/17/2005 00:00:00	02/17/2005 00:00:00	0	0	0	0	0	2	0
115919	COL-2007-1-237-24	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian security forces kill 3 suspects in Cali police bombing, 19 April 2007, EFE News Service				officials	1	Cali town	Cali town	Valle del Cauca  department	Cali municipality	3.437222	-76.5225	POINT (-76.522500 3.437222)	134127	Colombia	100	Americas	1	1	04/19/2007 00:00:00	04/19/2007 00:00:00	0	3	0	0	3	3	3
115920	COL-2008-1-237-39	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Guerrillas murder police chief in Colombia, 18 July 2008, EFE News Service				officials	1	Belalcazar town	Belalcazar town	Cauca department	Páez municipality	2.654722	-75.992778	POINT (-75.992778 2.654722)	133409	Colombia	100	Americas	1	1	07/18/2008 00:00:00	07/18/2008 00:00:00	2	0	0	0	2	2	2
115921	COL-2010-1-237-33	2010	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	9 Colombian marines die in rebel attack, 24 May 2010,  EFE News Service				the army	2	Ataco town	near Ataco town	Tolima  department	Ataco municipality	3.591466	-75.381776	POINT (-75.381776 3.591466)	134850	Colombia	100	Americas	1	1	05/24/2010 00:00:00	05/24/2010 00:00:00	0	3	0	0	3	3	3
116161	COL-2005-1-237-373	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 21/2					3	El Carmen de Bolívar municipality	Province: Bolivar, Municipality: El Carmen de Bolivar	Bolívar department	El Carmen de Bolívar municipality	9.75	-75.166667	POINT (-75.166667 9.750000)	143490	Colombia	100	Americas	1	1	02/21/2005 00:00:00	02/21/2005 00:00:00	0	0	0	0	0	1	0
116162	COL-2005-1-237-374	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 27/2					3	Valledupar municipality	Valledupar municipality	Cesar department	Valledupar municipality	10.416667	-73.583333	POINT (-73.583333 10.416667)	144213	Colombia	100	Americas	1	1	02/27/2005 00:00:00	02/27/2005 00:00:00	0	0	0	0	0	1	0
116167	COL-2010-1-237-34	2010	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Fighting reported in Colombian countryside on election day,  30 May 2010, EFE News Service				military spokesmen	5	Border region between Tolima and Valle del Cauca department	Border region between Tolima and Valle del Cauca department			3.642451	-75.980243	POINT (-75.980243 3.642451)	134849	Colombia	100	Americas	1	1	05/30/2010 00:00:00	05/30/2010 00:00:00	0	1	0	0	1	1	1
116184	COL-2006-1-342-10	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE News Service 061109 "4 Guerrillas, soldier die in fighting in Colombia				The army	1	La Playa town	La Playa town	Norte de Santander department	La Playa municipality	8.216389	-73.241389	POINT (-73.241389 8.216389)	141334	Colombia	100	Americas	1	1	10/31/2006 00:00:00	10/31/2006 00:00:00	0	1	0	0	1	1	1
116185	COL-2006-1-342-11	2006	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	EFE News Service 061111 "Four Colombian rebels killed in combat with army				The army	2	El Libano village	El Libano town (rural area outside)	Valle del Cauca  department	Tuluá municipality	4.035833	-76.208333	POINT (-76.208333 4.035833)	135568	Colombia	100	Americas	1	1	11/11/2006 00:00:00	11/11/2006 00:00:00	0	3	0	0	3	3	3
116188	COL-2006-3-100-16	2006	False	Clear	3	100	446	Government of Colombia - Civilians	100	913	Government of Colombia - Civilians	100	17	Government of Colombia	9999	1	Civilians	-1	EFE News service 061120 "Three civilians killed by army gunfire in Colombia				Military authoritiets	1	La Línea town	La Linea town	Huila department	Paicol municipality	2.365	-75.753611	POINT (-75.753611 2.365000)	132689	Colombia	100	Americas	1	1	11/20/2006 00:00:00	11/20/2006 00:00:00	0	0	3	0	3	3	3
116189	COL-2007-3-100-3	2007	False	Clear	3	100	446	Government of Colombia - Civilians	100	913	Government of Colombia - Civilians	100	17	Government of Colombia	9999	1	Civilians	-1	Family says young woman killed by Colombian army gunfire, 5 August 2007, EFE News Service				the victim's family	1	Buenaventura town	Buenaventura town	Valle del Cauca  department	Buenaventura municipality	3.880099	-77.031164	POINT (-77.031164 3.880099)	134846	Colombia	100	Americas	1	1	08/05/2007 00:00:00	08/05/2007 00:00:00	0	0	1	0	1	1	1
116192	COL-2005-1-237-32	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/2					3	El Cerrito municipality	El Cerrito municipality	Valle del Cauca  department	El Cerrito municipality	3.666667	-76.166667	POINT (-76.166667 3.666667)	134848	Colombia	100	Americas	1	1	02/08/2005 00:00:00	02/08/2005 00:00:00	0	2	0	0	2	2	2
116193	COL-2005-1-237-33	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 8/2					3	Aracataca municipality	Aracataca municipality	Magdalena department	Aracataca municipality	10.583333	-74	POINT (-74.000000 10.583333)	144933	Colombia	100	Americas	1	1	02/08/2005 00:00:00	02/08/2005 00:00:00	0	1	0	0	1	1	1
116194	COL-2005-1-237-34	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 9/2 & Dow Jones 9/, ICG Latin America Report N14-16 June 2005					3	Mutatá municipality	Mutatá municipality	Antioquia department	Mutatá municipality	7.333333	-76.5	POINT (-76.500000 7.333333)	139888	Colombia	100	Americas	1	1	02/09/2005 00:00:00	02/09/2005 00:00:00	17	11	0	0	28	28	28
116195	COL-2005-1-237-35	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 11/2					3	Mutatá municipality	Mutatá municipality	Antioquia department	Mutatá municipality	7.333333	-76.5	POINT (-76.500000 7.333333)	139888	Colombia	100	Americas	1	1	02/11/2005 00:00:00	02/11/2005 00:00:00	0	1	0	0	1	1	1
116203	COL-2005-1-237-92	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 22/3					3	Lebrija municipality	Lebrija municipality	Santander department	Lebrija municipality	7.416667	-73.416667	POINT (-73.416667 7.416667)	139894	Colombia	100	Americas	1	1	03/22/2005 00:00:00	03/22/2005 00:00:00	0	3	0	0	3	3	3
116204	COL-2005-1-237-93	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 23/3 & APF 23/3, ICG Latin America Report N14-16 June 2005					3	Puerto Leguizamo municipality	Puerto Leguizamo municipality	Putumayo department	Puerto Leguizamo municipality	-0.2	-74.766667	POINT (-74.766667 -0.200000)	129091	Colombia	100	Americas	1	1	03/23/2005 00:00:00	03/23/2005 00:00:00	10	0	0	0	10	10	10
116211	COL-2008-1-237-41	2008	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	3 Colombian soldiers die, 5 wounded in fighting with rebels, 24 July 2008, EFE News Service				military spokesmen	2	Arauquita town	Arauquita town (rural area outside)	Arauca department	Arauquita municipality	7.029167	-71.428056	POINT (-71.428056 7.029167)	139898	Colombia	100	Americas	1	1	07/24/2008 00:00:00	07/24/2008 00:00:00	3	0	0	0	3	3	3
116215	COL-2005-1-237-149.1	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AFP 9/5				Military	4	Vichada department	Vichada department
	Vichada department		5	-69.5	POINT (-69.500000 5.000000)	137022	Colombia	100	Americas	1	1	05/09/2005 00:00:00	05/09/2005 00:00:00	0	1	0	0	1	1	1
116216	COL-2005-1-237-150	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	AFP 10/5				Military	4	Antioquia department	Province: Antioquia, north western parts	Antioquia department		7	-75.5	POINT (-75.500000 7.000000)	139890	Colombia	100	Americas	1	1	05/10/2005 00:00:00	05/10/2005 00:00:00	0	3	0	0	3	3	3
116219	COL-2007-1-237-31	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian troops kill 5 FARC rebels, 21 May 2007, EFE News Service				armed forces	4	Bolívar department	Bolivar department	Bolívar department		9	-74.333333	POINT (-74.333333 9.000000)	142772	Colombia	100	Americas	1	1	05/21/2007 00:00:00	05/21/2007 00:00:00	0	5	1	0	6	6	6
116220	COL-2007-1-237-32	2007	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Colombian troops kill 4 rebels in fighting, 24 May 2007, EFE News Service				The Army News Agency (ANE)	1	Valle del Guamuez town	Valle de Guamuez town	Putumayo department	Valle del Guamuez municipality	0.4525	-76.919167	POINT (-76.919167 0.452500)	129807	Colombia	100	Americas	1	1	05/24/2007 00:00:00	05/24/2007 00:00:00	0	2	0	0	2	2	2
116222	COL-2005-1-237-203	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 18/6					3	Remedios municipality	Remedios municipality	Antioquia department	Remedios municipality	7	-74.416667	POINT (-74.416667 7.000000)	139892	Colombia	100	Americas	1	1	06/18/2005 00:00:00	06/18/2005 00:00:00	0	2	0	0	2	2	2
116225	COL-2005-1-237-259	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 12/8					3	Corinto municipality	Corinto municipality	Cauca department	Corinto municipality	3.166667	-76.2	POINT (-76.200000 3.166667)	134128	Colombia	100	Americas	1	1	08/12/2005 00:00:00	08/12/2005 00:00:00	0	4	0	0	4	4	4
116226	COL-2005-1-237-260	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 14/8					3	Urrao municipality	Province: Antioquia, Municipality: Urrao	Antioquia department	Urrao municipality	6.333333	-76.416667	POINT (-76.416667 6.333333)	138448	Colombia	100	Americas	1	1	08/14/2005 00:00:00	08/14/2005 00:00:00	0	1	0	0	1	1	1
116227	COL-2005-1-237-261	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 17/8					3	Ibagué municipality	Ibague municipality	Tolima  department	Ibagué municipality	4.5	-75.25	POINT (-75.250000 4.500000)	136290	Colombia	100	Americas	1	1	08/17/2005 00:00:00	08/17/2005 00:00:00	0	4	0	0	4	4	4
116228	COL-2005-1-237-262	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 20/8					3	El Carmen de Bolívar municipality	Province: Bolivar, Municipality: El Carmen de Bolivar	Bolívar department	El Carmen de Bolívar municipality	9.75	-75.166667	POINT (-75.166667 9.750000)	143490	Colombia	100	Americas	1	1	08/20/2005 00:00:00	08/20/2005 00:00:00	0	1	0	0	1	1	1
116231	COL-2005-1-237-319	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 18/10					3	Ciénaga municipality	Cienaga municipality	Magdalena department	Ciénaga municipality	10.833333	-74.083333	POINT (-74.083333 10.833333)	144932	Colombia	100	Americas	1	1	10/18/2005 00:00:00	10/18/2005 00:00:00	0	1	0	0	1	1	1
116234	COL-2005-1-342-48	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 15/5					3	Valledupar municipality	Valledupar municipality	Cesar department	Valledupar municipality	10.416667	-73.583333	POINT (-73.583333 10.416667)	144213	Colombia	100	Americas	1	1	05/15/2005 00:00:00	05/15/2005 00:00:00	0	2	0	0	2	2	2
116235	COL-2005-1-342-49	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 15/5					3	Tiquisio municipality	Tiquisio municipality	Bolívar department	Tiquisio municipality	8.47801	-74.30626	POINT (-74.306260 8.478010)	141332	Colombia	100	Americas	1	1	05/15/2005 00:00:00	05/15/2005 00:00:00	0	1	0	0	1	1	1
116236	COL-2005-1-342-50	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 16/5					3	Toledo municipality	Toledo municipality	Norte de Santander department	Toledo municipality	7.3	-72.25	POINT (-72.250000 7.300000)	139896	Colombia	100	Americas	1	1	05/16/2005 00:00:00	05/16/2005 00:00:00	0	1	0	0	1	1	1
116260	COL-2005-1-342-51	2005	True	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	Noche y Niebla 21/5 & Reuters 22/5					3	Cocorná municipality	Cocorna municipality	Antioquia department	Cocorná municipality	6	-75	POINT (-75.000000 6.000000)	138451	Colombia	100	Americas	1	1	05/21/2005 00:00:00	05/21/2005 00:00:00	0	2	0	0	2	2	2
116261	COL-2009-1-342-3	2009	False	Clear	1	1-92	289	Colombia:Government	342	624	Government of Colombia - ELN	100	17	Government of Colombia	1605	744	ELN	-1	3 Police slain in Colombia rebel attack near Venezuela border, 16 May 2009, EFE News Service				government officials	3	Cubará municipality	Cubará municipality	Boyacá department	Cubará municipality	6.998889	-72.109167	POINT (-72.109167 6.998889)	139176	Colombia	100	Americas	1	1	05/16/2009 00:00:00	05/16/2009 00:00:00	3	0	0	0	3	3	3
116264	COL-2005-1-237-36	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 12/2					3	Lebrija municipality	Lebrija municipality (Santander)	Santander department	Lebrija municipality	7.416667	-73.416667	POINT (-73.416667 7.416667)	139894	Colombia	100	Americas	1	1	02/12/2005 00:00:00	02/12/2005 00:00:00	0	2	0	0	2	2	2
116265	COL-2005-1-237-94	2005	True	Clear	1	1-92	289	Colombia:Government	237	623	Government of Colombia - FARC	100	17	Government of Colombia	1604	743	FARC	-1	Noche y Niebla 23/3 & BBC 23/3					3	Milán municipality	Province: Caqueta, Municipality: Milan	Caquetá department	Milán municipality	1.211122	-75.392396	POINT (-75.392396 1.211122)	131250	Colombia	100	Americas	1	1	03/23/2005 00:00:00	03/23/2005 00:00:00	0	4	0	0	4	4	4
